http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2015-10-22-fra.shtml,PC NETWORK CANADA INC,2241047,2015-10-22,0585 Licences/maintenance des logiciels de gestion de réseau ,2015-10-22 au 2016-10-23,,"43 584,10 $",Omis d'un rapport précédent
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2015-10-28-fra.shtml,TROY LIFE & FIRE SAFETY LTD,2242611,2015-10-28,0639 Édifices institutionnels,2015-10-28 au 2016-03-15,,"19 824,00 $",Omis d'un rapport précédent
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2015-10-29-fra.shtml,OTTAWA HOSPITAL RESEARCH INSTITUTE - METHODS CENTER,2234669,2015-10-29,"0451 Autres services de santé, non spécifiés ailleurs ",2015-10-30 au 2016-07-29,,"24 257,99 $","Examen de l'utilisation des médicaments antimicrobiens
Omis d'un rapport précédent"
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2015-11-01-fra.shtml,CANADIAN CORPS OF COMMISSIONAIRES,2283861,2015-11-01,0460 Services de protection,2015-12-01 au 2016-02-15,,"15 904,75 $",Omis d'un rapport précédent
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2015-11-01_1-fra.shtml,SASKATOON WILDLIFE FEDERATION,2312535,2015-11-01,0570 Location - Autres,2015-11-30 au 2016-03-31,,"16 065,00 $",Omis d'un rapport précédent
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2015-11-02-fra.shtml,UNIVERSITY OF THE FRASER VALLEY,2252256,2015-11-02,0440 Enseignement au non-fonctionnaires ,2016-01-02 au 2016-03-18,,"10 437,62 $",Omis d'un rapport précédent
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2015-11-03-fra.shtml,CFM UNIFORMS INC,2253278,2015-11-03,3452 Stocks imputés,,2016-03-31,"51 508,80 $",Omis d'un rapport précédent
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2015-11-04-fra.shtml,PROTECH FIRE AND SAFETY ALBERTA INC,2336530,2015-11-04,0639 Édifices institutionnels,2015-11-04 au 2017-06-30,,"825 930,00 $",Omis d'un rapport précédent
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2015-11-09-fra.shtml,AMBIONER INC,2250491,2015-11-09,0422 Conseillers techniques - construction,2015-12-01 au 2016-11-30,,"19 460,67 $","Services d'ingénierie
Omis d'un rapport précédent"
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2015-11-09_1-fra.shtml,PRAIRIE ARCTIC TRADES TRAINING CENTRE LTD,2284995,2015-11-09,0440 Enseignement au non-fonctionnaires ,2015-11-09 au 2015-12-21,,"28 728,00 $",Omis d'un rapport précédent
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2015-11-16-fra.shtml,QUINTET CONSULTING CORPORATION,2341167,2015-11-16,0499 Autres services professionnels non précisés ailleurs ,2015-11-16 au 2016-04-02,,"21 437,50 $","Services d'enquête sur le harcèlement au travail
Omis d'un rapport précédent"
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2015-11-20-fra.shtml,NORTHERN MICRO INC.,2258092,2015-11-20,1283 Équipement informatique de l'environnement d'informatique répartie Bureau/OP/ord. portable (y compris pièces et périphériques),,2016-03-28,"327 468,35 $",Omis d'un rapport précédent
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2015-11-24-fra.shtml,PROVIDENCE HEALTH CARE,2284798,2015-11-24,1132 Produits pharmaceutiques et autres produits médicaux,,2016-11-30,"720 000,00 $",Omis d'un rapport précédent
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2015-11-30-fra.shtml,AV TECH INC,2288643,2015-11-30,0639 Édifices institutionnels,2015-11-30 au 2016-01-31,,"19 025,40 $",Omis d'un rapport précédent
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2015-11-30_1-fra.shtml,MIRCOM ENGINEERED SYSTEMS LTD,2266522,2015-11-30,0665 Autre équipement,2016-03-01 au 2017-02-28,,"66 052,61 $",Omis d'un rapport précédent
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2015-12-01-fra.shtml,CANADIAN CORPS OF COMMISSIONAIRES,2283890,2015-12-01,0460 Services de protection,2015-12-01 au 2016-03-31,,"20 127,56 $",Omis d'un rapport précédent
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2015-12-01_1-fra.shtml,HARTIGAN RONALD MR J,2185757,2015-12-01,"0819 Contrats de services personnels non professionnels, non spécifiés ailleurs",2015-12-01 au 2017-12-31,,"36 000,00 $","Services d'analyse d'urine
Omis d'un rapport précédent"
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2015-12-04-fra.shtml,ASTRA CONCRETE PUMPING 1998 LTD,2270832,2015-12-04,0639 Édifices institutionnels,2015-12-16 au 2016-03-31,,"11 010,30 $",Omis d'un rapport précédent
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2015-12-05-fra.shtml,MASHA KRUPP TRANSLATION GROUP LIMITED THE,2073475-10,2015-12-05,0494 Services de traduction,2015-12-05 au 2016-03-31,,"10 462,73 $",Omis d'un rapport précédent
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2015-12-07-fra.shtml,MAGNUM CONCRETE INC,2271032,2015-12-07,0639 Édifices institutionnels ,2015-12-21 au 2016-03-31,,"12 600,00 $",Omis d'un rapport précédent
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2015-12-11-fra.shtml,TUYAUTERIE DUNOR INC,1958786-248,2015-12-11,"0656 Appareils de chauffage, de climatisation et de réfrigération",2015-12-11 au 2016-02-26,,"29 693,64 $",Omis d'un rapport précédent
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2015-12-12-fra.shtml,STEELGATE SECURITY PRODUCTS LTD,2289478,2015-12-12,0639 Édifices institutionnels,2015-12-13 au 2016-03-31,,"52 827,50 $",Omis d'un rapport précédent
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2015-12-14-fra.shtml,CONSTRUCTION BERTRAND DIONNE INC,2248613,2015-12-14,0639 Édifices institutionnels,2015-12-15 au 2016-03-08,,"57 210,41 $",Omis d'un rapport précédent
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2015-12-15-fra.shtml,INVESTISSEMENTS NOLINOR INC LES,2341747,2015-12-15,0261 Voyage non-fonctionnaires - Appui aux activités reliées au mandat de base,2015-12-15 au 2016-04-02,,"148 991,39 $",Omis d'un rapport précédent
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2015-12-16-fra.shtml,LAMBERT ET GRENIER INC,2251682,2015-12-16,0639 Édifices institutionnels,2015-12-17 au 2016-03-31,,"74 733,75 $",Omis d'un rapport précédent
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2015-12-17-fra.shtml,GENERAL DYNAMICS ORDNANCE AND TACTICAL SYSTEMS CANADA INC,2203971,2015-12-17,1273 Munitions ,,2017-12-18,"835 291,80 $",Omis d'un rapport précédent
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2015-12-18-fra.shtml,FLEX KNIT,2283383,2015-12-18,3452 Stocks imputés,,2018-12-17,"80 195,06 $",Omis d'un rapport précédent
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2015-12-19-fra.shtml,CROWN ENTERPRISES LTD,2305394,2015-12-19,0512 Location de bâtiments industriels et commerciaux,2015-12-19 au 2016-03-31,,"56 280,00 $",Omis d'un rapport précédent
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2015-12-21-fra.shtml,CHARTRAND JANE,2277686,2015-12-21,0499 Autres services professionnels non précisés ailleurs,2016-01-08 au 2016-03-31,,"20 078,92 $","Services des Aînés
Omis d'un rapport précédent"
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2015-12-21_1-fra.shtml,KONE INC,2295720,2015-12-21,0665 Autre équipement,2016-01-01 au 2019-03-31,,"202 552,09 $",Omis d'un rapport pécédent
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2015-12-22-fra.shtml,WESTBURNE WEST,2297754,2015-12-22,"1242 Matériel d'éclairage électrique, de contrôle et de distribution d'électricité",,2016-03-31,"39 997,65 $",Omis d'un rapport précédent
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2015-12-29-fra.shtml,NORTHERN MICRO INC.,2274387,2015-12-29,1283 Matériel informatique - environnement informatique client - ordinateur de bureau/personnel/portable (inclut les pièces et périphériques connexes) ,,2016-03-31,"134 983,81 $",Omis d'un rapport précédent
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2015-12-30-fra.shtml,DRE MICHELLE ROY INC,2148303,2015-12-30,0453 Médecins et chirurgiens,2016-01-01 au 2017-04-30,,"641 675,00 $",Omis d'un rapport précédent
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2015-12-30_1-fra.shtml,TELECOM COMPUTER,2280812,2015-12-30,1283 Matériel informatique - environnement informatique client - ordinateur de bureau/personnel/portable (inclut les pièces et périphériques connexes) ,,2016-04-30,"84 898,82 $",Omis d'un rapport précédent
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2015-12-31-fra.shtml,IOSIF DR ALINA,2269807,2015-12-31,"0451 Autres services de santé, non spécifiés ailleurs",2016-02-01 au 2016-08-15,,"23 504,00 $","Services psychologiques
Omis d'un rapport précédent"
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2016-01-01-fra.shtml,BOUTHILLETTE PARIZEAU INC,2275890-1,2016-01-01,0499 Autres services professionnels non précisés ailleurs,2016-01-01 au 2016-03-31,,"11 497,50 $",Expert conseil en services pétroliers
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2016-01-01_1-fra.shtml,BUREAU NATHALIE,2285134,2016-01-01,0453 Médecins et chirurgiens,2016-01-01 au 2017-04-30,,"540 985,00 $",
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2016-01-01_2-fra.shtml,BUREAU NATHALIE,2284178,2016-01-01,0453 Médecins et chirurgiens,2016-01-01 au 2017-04-30,,"554 980,00 $",
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2016-01-01_3-fra.shtml,DR ALEXANDRE DUMAIS INC,2340618,2016-01-01,0453 Médecins et chirurgiens,2016-03-17 au 2017-04-30,,"300 275,00 $",
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2016-01-01_4-fra.shtml,FRANCIS  TERRY,2093087,2016-01-01,0213 Services de messager ,2016-02-01 au 2018-04-30,,"151 800,00 $",
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2016-01-01_5-fra.shtml,GLAXOSMITHKLINE,2266275,2016-01-01,1132 Produits pharmaceutiques et autres produits médicaux,,2017-03-31,"291 930,00 $",
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2016-01-01_6-fra.shtml,MARCHAND JULIE DRE,2289538,2016-01-01,0453 Médecins et chirurgiens ,2016-01-01 au 2017-04-30,,"411 520,00 $",
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2016-01-01_7-fra.shtml,MASHA KRUPP TRANSLATION GROUP LIMITED THE,2073475-6,2016-01-01,0494 Services de traduction,2016-01-01 au 2016-03-31,,"10 117,75 $",
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2016-01-01_8-fra.shtml,NEUROSCOPE INC,2289553,2016-01-01,0453 Médecins et chirurgiens,2016-01-01 au 2017-04-30,,"1 495 449,00 $",
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2016-01-01_9-fra.shtml,PERSONNEL ALTER EGO,2283340,2016-01-01,0813 Services d'aide temporaire,2016-01-01 au 2016-04-30,,"10 750,90 $",Service de soutien de bureau général
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2016-01-01_10-fra.shtml,PERSONNEL ALTER EGO,2292835,2016-01-01,0813 Services d'aide temporaire,2016-01-01 au 2016-03-31,,"13 648,91 $",Service de soutien de bureau général
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2016-01-01_11-fra.shtml,PIERRE COMTOIS MD INC,2284174,2016-01-01,0453 Médecins et chirurgiens,2016-01-01 au 2017-04-30,,"177 550,00 $",
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2016-01-01_12-fra.shtml,PIERRE COMTOIS MD INC,2285136,2016-01-01,0453 Médecins et chirurgiens,2016-01-01 au 2017-04-30,,"287 825,00 $",
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2016-01-01_13-fra.shtml,SERVICE RELANCE SAGUENAY LAC ST JEAN INC,2267609,2016-01-01,0440 Enseignement au non-fonctionnaires ,2016-01-01 au 2016-12-31,,"23 018,00 $",
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2016-01-01_14-fra.shtml,SIEMENS,2294475,2016-01-01,0423 Conseillers techniques—autres ,2016-01-11 au 2017-01-10,,"34 492,50 $",Service d'expert-conseil en incendie
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2016-01-01_15-fra.shtml,SOUCY CHANTAL C,2204414,2016-01-01,"0451 Autres services de santé, non spécifiés ailleurs",2016-01-01 au 2016-12-31,,"70 980,00 $",Services de technicien en radiologie
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2016-01-04-fra.shtml,BUANDERIE BLANCHELLE INC LA,2082704-223,2016-01-04,0859 Autres services commerciaux qui ne sont pas précisés ailleurs,2016-01-04 au 2016-03-31,,"11 655,71 $",Service de buanderie
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2016-01-04_1-fra.shtml,CONSTRUCTION BLANCHARD & FRERE 1994 INC,1758094-64,2016-01-04,0639 Édifices institutionnels,2016-01-04 au 2016-03-31,,"38 171,70 $",
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2016-01-04_2-fra.shtml,HENDRIX HOTEL AND RESTAURANT EQUIPMENT AND SUPPLIES LTD,2283363,2016-01-04,1249 Autres pièces du matériel,,2016-03-31,"14 319,36 $",
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2016-01-04_3-fra.shtml,IMPERIAL OIL,2282592,2016-01-04,1122 Essence,,2016-01-29,"11 497,50 $",
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2016-01-04_4-fra.shtml,OEI KRUEGER INTERNATIONAL INC,2283132,2016-01-04,3452 Stocks imputés,,2016-01-28,"11 375,00 $",
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2016-01-04_5-fra.shtml,OEI KRUEGER INTERNATIONAL INC,2283103,2016-01-04,3452 Stocks imputés,,2016-01-28,"14 923,44 $",
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2016-01-04_6-fra.shtml,OEI KRUEGER INTERNATIONAL INC,2282667,2016-01-04,3452 Stocks imputés,,2016-03-31,"150 737,77 $",
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2016-01-04_7-fra.shtml,OEI KRUEGER INTERNATIONAL INC,2283168,2016-01-04,3452 Stocks imputés,,2016-01-15,"281 138,80 $",
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2016-01-04_8-fra.shtml,TECHNE SEATING COMPONENT,2282635,2016-01-04,3452 Stocks imputés,,2016-03-31,"13 322,38 $",
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2016-01-05-fra.shtml,CENTURY PLUMBING & HEATING,2208615,2016-01-05,1339 Autres travaux de génie,,2016-02-04,"10 639,65 $",
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2016-01-05_1-fra.shtml,CHEMISE L L LESSARD INC,2283983,2016-01-05,3452 Stocks imputés,,2016-03-31,"32 394,21 $",
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2016-01-05_2-fra.shtml,DEER EVA,2259172,2016-01-05,0499 Autres services professionnels non précisés ailleurs ,2016-01-05 au 2018-11-30,,"42 062,85 $",Services consultatifs autochtones
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2016-01-05_3-fra.shtml,IRVING ENERGY,2283732,2016-01-05,1125 Mazout léger ,,2016-03-31,"28 490,52 $",
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2016-01-05_4-fra.shtml,IRVING ENERGY,2283361,2016-01-05,1125 Mazout léger ,,2016-01-31,"28 522,33 $",
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2016-01-05_5-fra.shtml,REV ENGINEERING LTD,2268295,2016-01-05,0639 Édifices institutionnels ,2016-01-05 au 2016-02-29,,"25 987,50 $",
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2016-01-05_6-fra.shtml,VALLEN,2254702,2016-01-05,1139 Produits chimiques divers,,2016-03-31,"11 751,60 $",
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2016-01-05_7-fra.shtml,WOLSELEY CANADA INC,2283770,2016-01-05,1241 Matériel et accessoires de plomberie,,2016-01-29,"15 691,79 $",
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2016-01-06-fra.shtml,ACME SUPPLIES LTD,2284371,2016-01-06,1139 Produits chimiques divers,,2016-02-03,"16 199,67 $",
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2016-01-06_1-fra.shtml,CHEMTICK COATED FABRICS,2284227,2016-01-06,3452 Stocks imputés,,2016-03-31,"16 258,00 $",
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2016-01-06_2-fra.shtml,CONSTRUCTION BLANCHARD & FRERE 1994 INC,1758094-65,2016-01-06,0639 Édifices institutionnels,2016-01-06 au 2016-03-31,,"15 809,06 $",
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2016-01-06_3-fra.shtml,ENVIROBATE INC,2292501,2016-01-06,0639 Édifices institutionnels,2016-01-06 au 2016-02-24,,"20 340,00 $",
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2016-01-06_4-fra.shtml,HERTZ EQUIPMENT RENTAL,2213819,2016-01-06,"0533 Location de machinerie, de mobilier et d'installation de bureau, et d'autres équipement",2016-02-01 au 2016-08-31,,"43 208,38 $",
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2016-01-06_5-fra.shtml,IDEAL QUILTING,2284231,2016-01-06,3452 Stocks imputés,,2016-03-31,"28 821,22 $",
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2016-01-06_6-fra.shtml,MCKESSON CANADA,2284923,2016-01-06,1132 Produits pharmaceutiques et autres produits médicaux,,2016-01-08,"12 188,05 $",
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2016-01-06_7-fra.shtml,MCKESSON CANADA,2284949,2016-01-06,1132 Produits pharmaceutiques et autres produits médicaux,,2016-01-28,"39 716,84 $",
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2016-01-06_8-fra.shtml,MOMENTUM TEXTILES,2284257,2016-01-06,3452 Stocks imputés,,2016-01-15,"22 538,09 $",
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2016-01-06_9-fra.shtml,POULIN ELECTRIQUE INC,1958783-130,2016-01-06,"0658 Matériel d'éclairage, de contrôle et de distribution d'électricité",2016-01-06 au 2016-02-25,,"14 314,39 $",
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2016-01-06_10-fra.shtml,PRAIRIE ARCTIC TRADES TRAINING CENTRE LTD,2284999,2016-01-06,0440 Enseignement au non-fonctionnaires ,2016-01-11 au 2016-02-05,,"23 940,00 $",
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2016-01-06_11-fra.shtml,SENEY ELECTRIQUE INC,2190908-13,2016-01-06,"0658 Matériel d'éclairage, de contrôle et de distribution d'électricité",2016-01-06 au 2016-03-31,,"20 005,65 $",
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2016-01-06_12-fra.shtml,SIGNATURE TEXTILES PAR VALABEL,2284471,2016-01-06,3452 Stocks imputés,,2016-03-31,"13 298,60 $",
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2016-01-06_13-fra.shtml,STRONGBAR INDUSTRIES INC,2287036,2016-01-06,1164 Produits de métaux divers ,,2016-03-31,"181 629,00 $",
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2016-01-06_14-fra.shtml,SUPER CHANNEL INTERNATIONAL CORP,2156572-5,2016-01-06,3452 Stocks imputés,,2016-03-19,"55 837,61 $",
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2016-01-06_15-fra.shtml,TECHNE SEATING COMPONENT,2284992,2016-01-06,3452 Stocks imputés,,2016-01-07,"21 266,28 $",
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2016-01-06_16-fra.shtml,TECHNE SEATING COMPONENT,2284967,2016-01-06,3452 Stocks imputés,,2016-01-07,"28 269,78 $",
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2016-01-06_17-fra.shtml,WESTERNONE,2307274,2016-01-06,1261 Véhicules automobiles de route,,2016-03-31,"24 991,05 $",
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2016-01-07-fra.shtml,FEATHERSTON SUE,2174162,2016-01-07,"0451 Autres services de santé, non spécifiés ailleurs",2016-02-01 au 2017-01-31,,"29 506,56 $",Services de technicien en radiologie
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2016-01-07_1-fra.shtml,MCKESSON CANADA,2285858,2016-01-07,1132 Produits pharmaceutiques et autres produits médicaux,,2016-01-09,"12 931,40 $",
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2016-01-07_2-fra.shtml,MCKESSON CANADA,2285874,2016-01-07,1132 Produits pharmaceutiques et autres produits médicaux,,2016-01-15,"23 788,04 $",
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2016-01-07_3-fra.shtml,MOMENTUM TEXTILES,2285861,2016-01-07,3452 Stocks imputés,,2016-01-13,"36 104,56 $",
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2016-01-07_4-fra.shtml,OEI KRUEGER INTERNATIONAL INC,2285852,2016-01-07,3452 Stocks imputés,,2016-01-31,"15 186,15 $",
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2016-01-07_5-fra.shtml,OEI KRUEGER INTERNATIONAL INC,2285846,2016-01-07,3452 Stocks imputés,,2016-01-31,"84 367,50 $",
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2016-01-07_6-fra.shtml,RENOVATION CHRISTIAN BEAUDET,2276929,2016-01-07,0859 Autres services commerciaux qui ne sont pas précisés ailleurs,2016-01-08 au 2016-03-31,,"12 152,86 $",Réfection du réservoire d'eau chaude
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2016-01-08-fra.shtml,BFF FOAM CORP,2286699,2016-01-08,3452 Stocks imputés,,2016-03-31,"33 701,85 $",
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2016-01-08_1-fra.shtml,DASCO STORAGE SOLUTIONS LTD,2217994,2016-01-08,1245 Matières et pièces de la sécurité et de la sanitation,,2016-03-31,"10 792,70 $",
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2016-01-08_2-fra.shtml,DAY AND ROSS,2285991,2016-01-08,0210 Transports d'objets non spécifiés ailleurs ,2016-01-08 au 2016-01-22,,"17 515,00 $",
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2016-01-08_3-fra.shtml,MCKESSON CANADA,2286899,2016-01-08,1132 Produits pharmaceutiques et autres produits médicaux,,2016-01-29,"39 609,65 $",
http://www.csc-scc.gc.ca/divulgation-contrats/2015-2016/4/2016-01-08_4-fra.shtml,OEI KRUEGER INTERNATIONAL INC,2286564,2016-01-08,3452 Stocks imputés,,2016-03-31,"57 476,83 $",
